epoch,train_loss,train_acc,valid_loss,valid_acc
70,0.20196345022227616,0.9604479166666666,0.36665143214094525,0.9254807692307693
71,0.20400660404593995,0.95921875,0.3646826384624896,0.9268704927884616
72,0.20648469801433383,0.95953125,0.3671878655620206,0.9254056490384616
73,0.20703965133304397,0.95978125,0.36289085320626885,0.9264948918269231
74,0.19997020327206702,0.9607604166666667,0.36650373933550257,0.9257436899038461
75,0.20267236991599202,0.960375,0.3616711853358608,0.9276592548076923
76,0.20332450701265287,0.9603333333333334,0.36410967163884866,0.9269456129807693
77,0.20039294519399603,0.9606458333333333,0.36467760783405256,0.9264573317307693
78,0.1965069346635913,0.9608958333333333,0.3640168306704324,0.9273212139423077
79,0.2034829810677717,0.9601145833333333,0.3611602638131724,0.9271334134615384
80,0.1952798575926572,0.9610625,0.36319727966418636,0.9270207331730769
81,0.19678918751080832,0.9618229166666666,0.3622462532769602,0.9266451322115384
82,0.20269374574969212,0.9599166666666666,0.36322326585650444,0.9270207331730769
83,0.19575840458429108,0.96134375,0.3621938233465279,0.9261192908653846
84,0.19886561677511783,0.96125,0.36320391565991134,0.9270958533653846
85,0.1996383595842247,0.96115625,0.35909915378747076,0.9275841346153846
86,0.2002418208802119,0.9606666666666667,0.36048633623151827,0.927734375
87,0.20050439062559355,0.96103125,0.36134522472723174,0.9275465745192307
88,0.19343122981923322,0.9617395833333333,0.3596534518739925,0.9286358173076923
89,0.19741559224575758,0.9611979166666667,0.3571230393315021,0.9281475360576923
90,0.1892448690730768,0.9623958333333333,0.3592947801360144,0.927734375
91,0.1925960022304207,0.9615104166666667,0.3597766089682969,0.9274714543269231
92,0.19487708457792177,0.9610208333333333,0.3598094475097381,0.9280348557692307
93,0.1993917396614949,0.9610625,0.35579107821775746,0.9290489783653846
94,0.18883501406013967,0.9621458333333334,0.36123357609344214,0.9273587740384616
95,0.19360692486446351,0.96215625,0.35701794700267225,0.9278094951923077
96,0.1953175652306527,0.9608020833333333,0.3566903047478543,0.9282602163461539
97,0.18965443413875377,0.9627708333333334,0.36003570803082907,0.9281475360576923
98,0.19262719829007982,0.9625520833333333,0.3582224097962563,0.9285982572115384
